,index,Path3,Path8,Path14,Path65,Path66
0,17520,6037.389988733012,6572.649794366073,4417.528636256445,0.0,0.0
1,17544,0.0,6837.552574946638,8099.3890251655,0.0,0.0
2,17568,0.0,3327.1250175881096,9765.909570886939,0.0,0.0
3,17592,0.0,0.0,197.23711111169405,0.0,0.0
4,17616,0.0,0.0,0.0,0.0,0.0
5,17640,0.0,8670.935276006647,7757.5779910913725,0.0,0.0
6,17664,0.0,5097.296082263005,5992.705367242545,0.0,0.0
7,17688,0.0,3879.872368360312,2909.694197446757,0.0,0.0
8,17712,0.0,6728.190461240335,9959.72921027607,0.0,0.0
9,17736,0.0,14417.508587412018,8980.371767326036,0.0,0.0
10,17760,0.0,1538.418229321519,11479.665801796253,0.0,0.0
11,17784,0.0,5558.942012497902,10703.26054513356,0.0,0.0
12,17808,0.0,18823.69901279563,0.0,0.0,0.0
13,17832,0.0,24732.45041057989,2843.8282302566963,0.0,0.0
14,17856,0.0,20087.783853002118,3810.5332646626957,0.0,0.0
15,17880,32885.62188813848,24967.74642452925,12828.086129938009,0.0,0.0
16,17904,6111.013151252812,18896.00969378579,8579.745435721172,0.0,0.0
17,17928,0.0,5129.437245705085,497.23651200329186,0.0,0.0
18,17952,0.0,11567.859365055709,19225.473034021874,0.0,0.0
19,17976,0.0,9058.567600107643,5913.408196709463,0.0,0.0
20,18000,458.7864989066952,10931.270222495501,3049.203341436289,0.0,0.0
21,18024,0.0,8676.314453593695,8992.557326365311,0.0,0.0
22,18048,414.71742207866464,10031.534879457187,2649.696787861786,0.0,0.0
23,18072,448.3005775220221,13130.459897709843,8549.214451937863,0.0,0.0
24,18096,0.0,1106.730040920148,12422.64879899352,0.0,0.0
25,18120,0.0,9547.850208638341,8255.82910899684,0.0,0.0
26,18144,0.0,11183.476472420742,13194.771526412092,0.0,0.0
27,18168,0.0,8160.497448196758,8631.215439406324,0.0,0.0
28,18192,0.0,12838.388968641877,1858.073728626294,6142.48731404927,0.0
29,18216,7554.447663148188,17101.527476142597,0.0,0.0,0.0
30,18240,8322.5175046284,16153.47586262002,0.0,0.0,0.0
31,18264,8017.839062280429,21453.44642603094,7408.75287173918,0.0,0.0
32,18288,1595.1751047836337,18260.651539437156,15367.925932456863,0.0,0.0
33,18312,0.0,25587.05090963345,8163.299566780375,0.0,0.0
34,18336,0.0,22711.96790593839,4398.998902130086,0.0,0.0
35,18360,0.0,21886.096333996185,15850.00558142061,0.0,0.0
36,18384,0.0,12284.15977059404,0.0,0.0,0.0
37,18408,0.0,8381.176733503162,0.0,0.0,0.0
38,18432,0.0,17279.22078668496,22099.891746914633,0.0,0.0
39,18456,661.9996360736122,21729.92331562197,7744.777420700101,0.0,0.0
40,18480,2755.654827862105,20928.083318358513,4861.772376008414,0.0,0.0
41,18504,4736.955927200959,23294.70038329179,10961.377195797138,0.0,0.0
42,18528,7343.439757278947,25721.277325267387,8352.43714302319,0.0,0.0
43,18552,570.9235664465399,19121.585030284754,11316.582205823075,0.0,0.0
44,18576,0.0,19206.604313121905,6228.92639638699,0.0,0.0
45,18600,0.0,21709.39910901415,7850.955514632416,0.0,0.0
46,18624,0.0,20683.27557152413,470.9537629351048,0.0,0.0
47,18648,0.0,22610.412640335093,0.0,0.0,0.0
48,18672,0.0,17271.77678898936,6177.022213775759,0.0,0.0
49,18696,0.0,17216.310691898565,10104.30992336016,0.0,0.0
50,18720,0.0,7957.604621257833,3509.9851344533868,0.0,0.0
51,18744,0.0,20599.674155631772,0.0,0.0,0.0
52,18768,0.0,24949.01825227421,5097.982483411342,0.0,0.0
53,18792,0.0,17244.39770753719,11047.18759679432,0.0,0.0
54,18816,0.0,18093.787895857266,12493.994624542729,0.0,0.0
55,18840,0.0,20788.243270191648,8746.069998399116,0.0,0.0
