,Path3,Path8,Path14,Path65,Path66
0,0.0,0.0,0.0,3699.225640320349,4045.6286812159296
1,0.0,0.0,0.0,1467.3420075322945,3745.6992963998237
2,0.0,0.0,0.0,145.12714397036194,3343.9883326676522
3,0.0,0.0,0.0,218.71273525889913,2506.49449731421
4,0.0,0.0,0.0,292.2983409365012,1718.3576922657862
5,0.0,0.0,0.0,365.8839322250384,1661.1705326888216
6,0.0,0.0,0.0,439.4695235135756,1948.7740906088227
7,0.0,0.0,0.0,513.0551148021109,2328.222363505697
8,0.0,0.0,0.0,589.3759234272396,2113.1087471717506
9,0.0,0.0,0.0,630.5585781419496,1857.433560228188
10,0.0,0.0,0.0,692.8851003041062,2565.7655067670544
11,0.0,0.0,0.0,702.0020117905907,3070.3098582623898
12,0.0,0.0,0.0,703.3833620158172,3303.192092198247
13,0.0,0.0,0.0,707.4721586824833,3194.021477216815
14,0.0,0.0,0.0,707.5964802027528,2449.391757875715
15,0.0,0.0,0.0,671.3360367905929,2155.9415851760064
16,0.0,0.0,0.0,637.6310912951034,1701.4520569262268
17,0.0,0.0,0.0,707.4721586824833,2839.5740749822485
18,0.0,0.0,0.0,3800.0,4083.021908429466
19,0.0,0.0,0.0,3800.0,5472.565464716402
20,0.0,0.0,0.0,3800.0,5362.201403384536
21,0.0,0.0,0.0,3800.0,4715.6900969238395
22,0.0,0.0,0.0,3799.625735888344,4239.98467702424
23,0.0,0.0,0.0,2711.6051816030767,3964.3368694118335
24,510.4750897484094,0.0,0.0,3598.5572377270146,2468.2350948521535
25,561.5745828589738,0.0,0.0,1427.4106839746482,2094.04551413162
26,658.1745196208936,0.0,0.0,141.17774504827725,2392.1064517419118
27,597.0220832880901,0.0,0.0,212.76082428451866,2055.683234422874
28,681.1181774984836,0.0,0.0,284.34391751825,1656.0350811135122
29,565.8515678841345,0.0,0.0,355.9269967544914,1668.1668944225999
30,473.1216055401457,0.0,0.0,427.51007599073284,1811.998598555965
31,671.6256884745783,0.0,0.0,499.09315522697244,1859.5621800071565
32,921.2302795366005,0.0,0.0,573.3370173135661,2103.6058734165163
33,590.5200755405846,0.0,0.0,613.3989531352477,2625.5832838632223
